datum,M01AB_daily,M01AE_daily,N02BA_daily,N02BE_daily,N05B_daily,N05C_daily,R03_daily,R06_daily,M01AB_from_hourly,M01AE_from_hourly,N02BA_from_hourly,N02BE_from_hourly,N05B_from_hourly,N05C_from_hourly,R03_from_hourly,R06_from_hourly
2015-06-30,1.0,4.67,6.0,35.0,12.0,0.0,2.0,4.3,1.0,4.67,6.0,35.0,12.0,0.0,2.0,4.3
2015-07-01,8.83,5.68,5.4,18.25,14.0,1.0,12.0,10.0,8.83,5.68,5.4,18.25,14.0,1.0,12.0,10.0
2015-07-02,3.0,2.0,1.0,23.15,3.0,0.0,1.0,2.0,3.0,2.0,1.0,23.15,3.0,0.0,1.0,2.0
2015-07-03,5.5,4.33,3.5,24.5,10.0,0.0,8.0,4.0,5.5,4.33,3.5,24.5,10.0,0.0,8.0,4.0
2015-07-04,7.35,2.34,4.2,15.2,2.0,0.0,0.0,3.0,7.35,2.34,4.2,15.2,2.0,0.0,0.0,3.0
2015-07-05,5.0,4.34,4.2,14.0,10.0,0.0,1.0,4.0,5.0,4.34,4.2,14.0,10.0,0.0,1.0,4.0
2015-07-06,5.5,4.68,2.0,20.0,8.0,0.0,3.0,3.0,5.5,4.68,2.0,20.0,8.0,0.0,3.0,3.0
2015-07-07,4.84,4.68,2.3,19.6,5.0,0.0,3.0,7.0,4.84,4.68,2.3,19.6,5.0,0.0,3.0,7.0
2015-07-08,2.0,1.35,3.0,18.6,6.0,0.0,5.0,3.0,2.0,1.35,3.0,18.6,6.0,0.0,5.0,3.0
2015-07-09,2.34,1.67,2.0,32.75,4.0,0.0,0.0,5.0,2.34,1.67,2.0,32.75,4.0,0.0,0.0,5.0
2015-07-10,5.5,6.34,5.0,37.0,15.0,0.0,8.0,6.0,5.5,6.34,5.0,37.0,15.0,0.0,8.0,6.0
2015-07-11,4.0,2.33,4.9,45.0,9.0,0.0,2.0,10.0,4.0,2.33,4.9,45.0,9.0,0.0,2.0,10.0
2015-07-12,6.33,5.33,5.0,25.3,5.0,0.0,0.0,6.5,6.33,5.33,5.0,25.3,5.0,0.0,0.0,6.5
2015-07-13,3.68,0.66,8.0,22.55,5.0,0.0,0.0,3.0,3.68,0.66,8.0,22.55,5.0,0.0,0.0,3.0
2015-07-14,0.34,4.33,5.0,14.0,1.0,0.0,2.0,2.0,0.34,4.33,5.0,14.0,1.0,0.0,2.0,2.0
2015-07-15,8.49,1.66,4.0,20.2,5.0,0.0,1.0,9.0,8.49,1.6600000000000001,4.0,20.2,5.0,0.0,1.0,9.0
2015-07-16,8.34,3.33,1.0,18.0,3.0,0.0,2.0,4.0,8.34,3.33,1.0,18.0,3.0,0.0,2.0,4.0
2015-07-17,2.5,1.33,1.0,28.0,3.0,0.0,0.0,2.3,2.5,1.33,1.0,28.0,3.0,0.0,0.0,2.3
2015-07-18,3.68,7.38,2.0,25.0,8.0,3.0,1.0,3.0,3.68,7.380000000000001,2.0,25.0,8.0,3.0,1.0,3.0
2015-07-19,11.68,1.68,2.0,15.0,1.0,0.0,1.0,3.0,11.68,1.6800000000000002,2.0,15.0,1.0,0.0,1.0,3.0
2015-07-20,5.84,4.67,5.0,41.0,4.0,0.0,0.0,2.0,5.84,4.67,5.0,41.0,4.0,0.0,0.0,2.0
2015-07-21,4.68,1.0,3.2,14.25,7.0,0.0,1.0,4.0,4.68,1.0,3.2,14.25,7.0,0.0,1.0,4.0
2015-07-22,9.33,0.34,5.0,22.0,10.0,0.0,5.0,3.0,9.33,0.34,5.0,22.0,10.0,0.0,5.0,3.0
2015-07-23,1.5,4.0,3.0,14.0,3.0,0.0,0.0,2.0,1.5,4.0,3.0,14.0,3.0,0.0,0.0,2.0
2015-07-24,6.0,6.34,3.6,29.6,9.0,1.0,1.0,10.0,6.0,6.34,3.6,29.6,9.0,1.0,1.0,10.0
2015-07-25,4.0,4.0,5.0,22.0,7.0,1.0,0.0,4.0,4.0,4.0,5.0,22.0,7.0,1.0,0.0,4.0
2015-07-26,5.0,2.99,3.0,29.0,4.0,0.0,0.0,0.0,5.0,2.99,3.0,29.0,4.0,0.0,0.0,0.0
2015-07-27,7.34,3.34,7.0,24.0,9.0,0.0,0.0,1.5,7.34,3.34,7.0,24.0,9.0,0.0,0.0,1.5
2015-07-28,14.18,6.02,1.0,15.2,14.0,0.0,1.0,3.0,14.18,6.02,1.0,15.2,14.0,0.0,1.0,3.0
2015-07-29,10.34,3.34,4.0,21.378,8.0,0.0,2.0,1.0,10.34,3.34,4.0,21.378,8.0,0.0,2.0,1.0
2015-07-30,3.0,3.33,14.0,16.3,3.0,0.0,0.0,4.0,3.0,3.33,14.0,16.3,3.0,0.0,0.0,4.0
2015-07-31,5.5,9.0,6.2,24.0,8.0,0.0,0.0,6.0,5.5,9.0,6.2,24.0,8.0,0.0,0.0,6.0
2015-08-01,5.0,5.0,4.0,19.0,14.0,0.0,0.0,2.0,5.0,5.0,4.0,19.0,14.0,0.0,0.0,2.0
2015-08-02,5.0,6.7,4.0,15.0,9.0,0.0,0.0,2.0,5.0,6.7,4.0,15.0,9.0,0.0,0.0,2.0
2015-08-03,1.5,2.33,1.5,23.0,3.5,1.0,5.0,1.0,1.5,2.33,1.5,23.0,3.5,1.0,5.0,1.0
2015-08-04,6.34,2.33,3.0,23.0,5.0,1.0,0.0,4.0,6.34,2.33,3.0,23.0,5.0,1.0,0.0,4.0
2015-08-05,5.0,3.33,4.2,22.2,3.5,0.0,0.0,1.0,5.0,3.33,4.2,22.2,3.5,0.0,0.0,1.0
2015-08-06,5.33,1.67,8.0,35.0,11.0,0.0,3.0,2.0,5.33,1.6700000000000002,8.0,35.0,11.0,0.0,3.0,2.0
2015-08-07,4.33,4.0,6.0,22.0,9.0,2.0,1.0,6.0,4.33,4.0,6.0,22.0,9.0,2.0,1.0,6.0
2015-08-08,6.33,5.33,7.0,22.0,5.0,0.0,0.0,0.7,6.33,5.33,7.0,22.0,5.0,0.0,0.0,0.7
2015-08-09,5.0,3.66,2.0,21.0,5.0,0.0,2.0,3.0,5.0,3.66,2.0,21.0,5.0,0.0,2.0,3.0
2015-08-10,3.67,5.68,4.2,29.0,12.5,0.0,1.0,5.0,3.67,5.68,4.2,29.0,12.5,0.0,1.0,5.0
2015-08-11,12.33,6.66,7.4,18.1,10.0,0.0,0.0,4.0,12.33,6.66,7.4,18.1,10.0,0.0,0.0,4.0
2015-08-12,8.67,7.693,4.0,28.2,9.5,0.0,1.0,1.0,8.67,7.693,4.0,28.2,9.5,0.0,1.0,1.0
2015-08-13,8.0,2.0,6.0,23.438,9.0,0.0,3.0,3.0,8.0,2.0,6.0,23.438,9.0,0.0,3.0,3.0
2015-08-14,3.0,4.66,4.0,16.7,5.0,0.0,1.0,4.0,3.0,4.66,4.0,16.7,5.0,0.0,1.0,4.0
2015-08-15,3.34,6.34,6.0,35.0,14.0,1.0,1.0,1.0,3.34,6.34,6.0,35.0,14.0,1.0,1.0,1.0
2015-08-16,2.0,4.67,2.0,19.25,4.0,2.0,0.0,2.0,2.0,4.67,2.0,19.25,4.0,2.0,0.0,2.0
2015-08-17,8.0,3.0,3.0,33.0,6.0,0.0,0.0,2.0,8.0,3.0,3.0,33.0,6.0,0.0,0.0,2.0
2015-08-18,6.01,2.67,3.0,24.0,16.0,0.0,3.0,1.0,6.01,2.67,3.0,24.0,16.0,0.0,3.0,1.0
2015-08-19,6.33,2.66,8.0,28.0,15.0,0.0,3.0,3.0,6.33,2.66,8.0,28.0,15.0,0.0,3.0,3.0
2015-08-20,3.5,3.68,5.0,19.0,6.0,1.0,0.0,0.0,3.5,3.68,5.0,19.0,6.0,1.0,0.0,0.0
2015-08-21,6.0,0.67,3.0,34.0,8.0,1.0,1.0,4.0,6.0,0.67,3.0,34.0,8.0,1.0,1.0,4.0
2015-08-22,2.34,6.736,4.0,28.0,6.0,3.0,1.0,6.0,2.34,6.736,4.0,28.0,6.0,3.0,1.0,6.0
2015-08-23,8.99,5.33,3.0,28.0,8.0,0.0,2.0,2.0,8.99,5.33,3.0,28.0,8.0,0.0,2.0,2.0
2015-08-24,8.5,3.66,3.4,45.1,8.0,0.0,0.0,1.0,8.5,3.66,3.4,45.1,8.0,0.0,0.0,1.0
2015-08-25,2.34,2.67,4.0,23.5,20.0,0.0,1.0,3.0,2.34,2.67,4.0,23.5,20.0,0.0,1.0,3.0
2015-08-26,2.67,4.02,7.3,27.0,7.0,0.0,1.0,6.0,2.67,4.02,7.3,27.0,7.0,0.0,1.0,6.0
2015-08-27,9.33,3.0,4.5,32.0,8.0,0.0,0.0,3.0,9.33,3.0,4.5,32.0,8.0,0.0,0.0,3.0
2015-08-28,7.0,8.67,1.0,15.1,12.0,0.0,0.0,3.0,7.0,8.67,1.0,15.1,12.0,0.0,0.0,3.0
2015-08-29,10.84,10.34,4.0,23.2,4.0,3.0,3.0,2.0,10.84,10.34,4.0,23.2,4.0,3.0,3.0,2.0
2015-08-30,11.0,6.02,3.5,21.0,3.0,0.0,6.0,4.0,11.0,6.0200000000000005,3.5,21.0,3.0,0.0,6.0,4.0
2015-08-31,4.0,9.34,3.4,38.0,9.5,0.0,6.0,2.0,4.0,9.34,3.4,38.0,9.5,0.0,6.0,2.0
2015-09-01,8.18,2.84,4.4,28.25,8.0,0.0,0.0,3.0,8.18,2.84,4.4,28.25,8.0,0.0,0.0,3.0
2015-09-02,5.33,7.0,3.0,31.3,9.5,0.0,5.0,5.0,5.33,7.0,3.0,31.3,9.5,0.0,5.0,5.0
2015-09-03,1.34,3.68,2.2,19.0,13.0,0.0,4.0,2.0,1.34,3.68,2.2,19.0,13.0,0.0,4.0,2.0
2015-09-04,3.34,2.68,3.1,20.0,8.0,1.0,1.0,2.0,3.34,2.68,3.1,20.0,8.0,1.0,1.0,2.0
2015-09-05,8.83,6.01,3.2,20.0,10.5,1.0,6.0,4.0,8.83,6.01,3.2,20.0,10.5,1.0,6.0,4.0
2015-09-06,8.33,9.67,6.0,23.6,8.0,1.0,0.0,3.0,8.33,9.67,6.0,23.6,8.0,1.0,0.0,3.0
2015-09-07,4.34,6.124,2.5,32.8,7.0,1.0,5.0,2.0,4.34,6.124,2.5,32.8,7.0,1.0,5.0,2.0
2015-09-08,2.67,1.693,5.0,29.2,4.0,0.0,2.0,4.0,2.67,1.693,5.0,29.2,4.0,0.0,2.0,4.0
2015-09-09,2.0,3.0,1.0,34.7,8.0,0.0,2.0,2.0,2.0,3.0,1.0,34.7,8.0,0.0,2.0,2.0
2015-09-10,6.0,3.99,4.2,21.2,18.0,0.0,2.0,2.0,6.0,3.99,4.2,21.2,18.0,0.0,2.0,2.0
2015-09-11,11.33,5.0,9.0,30.0,9.0,0.0,2.0,2.0,11.33,5.0,9.0,30.0,9.0,0.0,2.0,2.0
2015-09-12,4.66,7.66,5.2,63.3,6.0,3.0,0.0,2.0,4.66,7.66,5.2,63.3,6.0,3.0,0.0,2.0
2015-09-13,7.33,6.165,7.2,25.0,4.0,0.0,11.0,3.0,7.33,6.165,7.2,25.0,4.0,0.0,11.0,3.0
2015-09-14,4.68,5.0,1.0,31.3,14.0,0.0,0.0,0.0,4.68,5.0,1.0,31.3,14.0,0.0,0.0,0.0
2015-09-15,3.33,5.076,4.2,23.8,7.5,0.0,6.0,5.0,3.33,5.0760000000000005,4.2,23.8,7.5,0.0,6.0,5.0
2015-09-16,0.67,4.835,2.2,16.6,6.0,0.0,2.0,1.0,0.67,4.835,2.2,16.6,6.0,0.0,2.0,1.0
2015-09-17,9.83,6.33,0.0,35.5,3.0,0.0,1.0,2.0,9.83,6.33,0.0,35.5,3.0,0.0,1.0,2.0
2015-09-18,3.34,1.33,3.0,16.0,4.0,0.0,4.0,3.0,3.34,1.33,3.0,16.0,4.0,0.0,4.0,3.0
2015-09-19,6.83,0.99,7.0,37.0,7.0,0.0,4.0,5.0,6.83,0.9900000000000001,7.0,37.0,7.0,0.0,4.0,5.0
2015-09-20,9.99,3.99,6.5,28.9,15.0,0.0,0.0,2.0,9.99,3.99,6.5,28.9,15.0,0.0,0.0,2.0
2015-09-21,2.0,10.0,2.0,46.7,6.0,0.0,0.0,2.0,2.0,10.0,2.0,46.7,6.0,0.0,0.0,2.0
2015-09-22,6.99,1.33,4.0,19.5,10.0,2.0,5.0,5.0,6.99,1.33,4.0,19.5,10.0,2.0,5.0,5.0
2015-09-23,6.16,4.056,3.3,34.65,7.0,0.0,2.0,1.0,6.16,4.056,3.3,34.65,7.0,0.0,2.0,1.0
2015-09-24,2.99,4.34,4.2,37.6,7.0,0.0,0.0,0.0,2.99,4.34,4.2,37.6,7.0,0.0,0.0,0.0
2015-09-25,4.83,4.98,5.2,25.2,11.0,0.0,1.0,3.0,4.83,4.98,5.2,25.2,11.0,0.0,1.0,3.0
2015-09-26,12.42,3.33,2.5,33.0,6.0,1.0,7.0,2.0,12.42,3.33,2.5,33.0,6.0,1.0,7.0,2.0
2015-09-27,5.83,3.0,2.3,10.425,3.0,1.0,2.0,1.0,5.83,3.0,2.3,10.425,3.0,1.0,2.0,1.0
2015-09-28,1.0,1.33,2.0,15.4,8.0,0.0,17.0,2.0,1.0,1.33,2.0,15.4,8.0,0.0,17.0,2.0
2015-09-29,6.33,4.363,1.0,39.7,7.0,0.0,0.0,0.0,6.33,4.3629999999999995,1.0,39.7,7.0,0.0,0.0,0.0
2015-09-30,5.32,4.33,4.0,22.5,9.0,0.0,0.0,1.0,5.32,4.33,4.0,22.5,9.0,0.0,0.0,1.0
2015-10-01,9.66,5.99,4.0,34.562,2.0,0.0,5.0,2.0,9.66,5.99,4.0,34.562,2.0,0.0,5.0,2.0
2015-10-02,5.0,4.726,4.0,37.3,5.0,0.0,5.0,1.0,5.0,4.726,4.0,37.3,5.0,0.0,5.0,1.0
2015-10-03,10.34,5.34,3.0,37.2,7.0,0.0,7.0,2.0,10.34,5.34,3.0,37.2,7.0,0.0,7.0,2.0
2015-10-04,7.0,4.0,4.0,59.0,3.0,0.0,16.0,2.0,7.0,4.0,4.0,59.0,3.0,0.0,16.0,2.0
2015-10-05,5.0,2.373,2.2,70.95,11.0,1.0,7.0,5.0,5.0,2.373,2.2,70.95,11.0,1.0,7.0,5.0
2015-10-06,5.69,3.66,5.5,42.725,9.0,1.0,5.0,4.0,5.69,3.66,5.5,42.725,9.0,1.0,5.0,4.0
2015-10-07,7.33,2.66,6.0,44.3,8.0,0.0,5.0,2.0,7.33,2.66,6.0,44.3,8.0,0.0,5.0,2.0
2015-10-08,8.82,4.33,3.0,30.7,5.0,0.0,20.0,0.0,8.82,4.33,3.0,30.7,5.0,0.0,20.0,0.0
2015-10-09,2.0,2.769,7.6,28.062,13.0,2.0,10.0,2.0,2.0,2.769,7.6,28.062,13.0,2.0,10.0,2.0
2015-10-10,6.16,5.66,3.0,46.3,19.5,0.0,1.0,0.0,6.16,5.66,3.0,46.3,19.5,0.0,1.0,0.0
2015-10-11,10.33,2.792,7.1,70.3,8.0,0.0,3.0,5.0,10.33,2.792,7.1,70.3,8.0,0.0,3.0,5.0
2015-10-12,9.66,7.33,6.0,68.85,12.0,0.0,5.0,3.0,9.66,7.33,6.0,68.85,12.0,0.0,5.0,3.0
2015-10-13,3.83,7.0,5.2,63.8,5.5,0.0,5.0,1.0,3.83,7.0,5.2,63.8,5.5,0.0,5.0,1.0
2015-10-14,4.66,7.33,3.9,38.6,7.0,0.0,0.0,1.0,4.66,7.33,3.9000000000000004,38.6,7.0,0.0,0.0,1.0
2015-10-15,5.16,5.726,7.3,64.724,4.0,0.0,9.0,1.0,5.16,5.726,7.3,64.724,4.0,0.0,9.0,1.0
2015-10-16,1.67,3.33,5.2,57.3,2.0,0.0,5.0,1.0,1.67,3.33,5.2,57.3,2.0,0.0,5.0,1.0
2015-10-17,10.34,2.837,3.4,74.3,8.0,0.0,0.0,1.0,10.34,2.837,3.4,74.3,8.0,0.0,0.0,1.0
2015-10-18,7.34,6.54,4.9,55.6,3.0,1.0,8.0,8.0,7.34,6.54,4.9,55.6,3.0,1.0,8.0,8.0
2015-10-19,12.0,3.802,3.0,62.6,3.0,0.0,17.0,0.0,12.0,3.802,3.0,62.6,3.0,0.0,17.0,0.0
2015-10-20,3.34,1.99,2.3,44.7,6.0,0.0,10.0,5.0,3.34,1.99,2.3,44.7,6.0,0.0,10.0,5.0
2015-10-21,8.66,2.363,3.2,36.8,9.0,1.0,1.0,4.0,8.66,2.363,3.2,36.8,9.0,1.0,1.0,4.0
2015-10-22,4.33,0.34,0.0,35.262,9.0,0.0,2.0,2.0,4.33,0.34,0.0,35.262,9.0,0.0,2.0,2.0
2015-10-23,7.0,1.66,10.2,41.4,3.0,0.0,6.0,2.0,7.0,1.6600000000000001,10.2,41.4,3.0,0.0,6.0,2.0
2015-10-24,9.84,8.35,9.1,67.4,8.0,0.0,4.0,2.0,9.84,8.35,9.1,67.4,8.0,0.0,4.0,2.0
2015-10-25,3.0,3.33,3.1,64.6,4.0,0.0,0.0,4.0,3.0,3.33,3.1,64.6,4.0,0.0,0.0,4.0
2015-10-26,9.0,5.33,8.0,53.3,8.0,1.0,2.0,2.0,9.0,5.33,8.0,53.3,8.0,1.0,2.0,2.0
2015-10-27,4.33,2.0,8.5,64.4,7.0,0.0,8.0,3.0,4.33,2.0,8.5,64.4,7.0,0.0,8.0,3.0
2015-10-28,1.0,1.66,1.0,33.0,11.0,1.0,6.0,2.0,1.0,1.6600000000000001,1.0,33.0,11.0,1.0,6.0,2.0
2015-10-29,2.33,3.693,1.3,38.3,8.0,0.0,0.0,1.0,2.33,3.693,1.3,38.3,8.0,0.0,0.0,1.0
2015-10-30,5.33,3.67,3.2,49.6,8.0,0.0,5.0,3.0,5.33,3.67,3.2,49.6,8.0,0.0,5.0,3.0
2015-10-31,5.66,4.65,8.0,58.4,6.0,0.0,7.0,1.0,5.66,4.65,8.0,58.4,6.0,0.0,7.0,1.0
2015-11-01,2.33,7.99,5.6,80.4,11.0,0.0,5.0,0.0,2.33,7.99,5.6,80.4,11.0,0.0,5.0,0.0
2015-11-02,4.66,4.33,4.0,46.3,7.0,0.0,7.0,2.0,4.66,4.33,4.0,46.3,7.0,0.0,7.0,2.0
2015-11-03,1.34,4.35,4.3,41.8,5.0,0.0,3.0,0.0,1.34,4.35,4.3,41.8,5.0,0.0,3.0,0.0
2015-11-04,8.5,2.34,3.0,59.8,18.0,3.0,3.0,4.0,8.5,2.3400000000000003,3.0,59.8,18.0,3.0,3.0,4.0
2015-11-05,4.33,3.561,7.4,45.0,3.0,0.0,0.0,2.0,4.33,3.561,7.4,45.0,3.0,0.0,0.0,2.0
2015-11-06,3.33,6.736,4.0,31.475,5.0,2.0,1.0,0.0,3.33,6.736000000000001,4.0,31.474999999999998,5.0,2.0,1.0,0.0
2015-11-07,4.0,3.11,4.8,69.9,15.0,1.0,6.0,1.0,4.0,3.1100000000000003,4.8,69.9,15.0,1.0,6.0,1.0
2015-11-08,6.33,3.67,7.2,48.6,7.0,0.0,13.0,1.0,6.33,3.67,7.199999999999999,48.6,7.0,0.0,13.0,1.0
2015-11-09,3.66,6.198,4.2,40.75,3.0,1.0,12.0,1.0,3.66,6.198,4.2,40.75,3.0,1.0,12.0,1.0
2015-11-10,6.33,7.482,10.0,41.2,8.0,0.0,9.0,2.0,6.33,7.482,10.0,41.2,8.0,0.0,9.0,2.0
2015-11-11,9.66,5.34,7.2,60.0,4.0,0.0,12.0,3.0,9.66,5.34,7.2,60.0,4.0,0.0,12.0,3.0
2015-11-12,6.0,4.33,6.0,24.0,11.0,0.0,20.0,0.0,6.0,4.33,6.0,24.0,11.0,0.0,20.0,0.0
2015-11-13,5.0,2.44,2.0,22.0,13.0,0.0,0.0,0.0,5.0,2.44,2.0,22.0,13.0,0.0,0.0,0.0
2015-11-14,4.99,0.33,3.7,19.0,5.0,1.0,0.0,1.0,4.99,0.33,3.7,19.0,5.0,1.0,0.0,1.0
2015-11-15,1.33,11.99,9.3,42.35,8.0,2.0,17.0,0.0,1.33,11.99,9.3,42.35,8.0,2.0,17.0,0.0
2015-11-16,5.67,3.67,6.0,50.3,9.0,0.0,3.0,2.0,5.67,3.67,6.0,50.3,9.0,0.0,3.0,2.0
2015-11-17,6.34,4.693,4.7,60.0,1.0,0.0,0.0,2.0,6.34,4.693,4.7,60.0,1.0,0.0,0.0,2.0
2015-11-18,6.34,5.33,5.5,24.5,11.0,0.0,0.0,2.0,6.34,5.33,5.5,24.5,11.0,0.0,0.0,2.0
2015-11-19,2.0,2.99,2.1,26.4,22.0,0.0,0.0,0.0,2.0,2.99,2.1,26.4,22.0,0.0,0.0,0.0
2015-11-20,5.66,1.66,3.8,25.6,2.0,2.0,10.0,3.0,5.66,1.6600000000000001,3.8000000000000003,25.6,2.0,2.0,10.0,3.0
2015-11-21,4.0,2.01,5.2,45.5,4.0,0.0,17.0,3.0,4.0,2.0100000000000002,5.2,45.5,4.0,0.0,17.0,3.0
2015-11-22,2.0,3.439,2.6,41.2,6.0,2.0,2.0,1.0,2.0,3.439,2.6,41.2,6.0,2.0,2.0,1.0
2015-11-23,3.0,1.0,4.7,69.0,3.0,0.0,1.0,2.0,3.0,1.0,4.7,69.0,3.0,0.0,1.0,2.0
2015-11-24,5.0,6.33,6.4,19.8,12.0,3.0,1.0,5.0,5.0,6.33,6.4,19.8,12.0,3.0,1.0,5.0
2015-11-25,5.66,5.33,3.2,29.0,11.0,0.0,3.0,3.0,5.66,5.33,3.2,29.0,11.0,0.0,3.0,3.0
2015-11-26,4.33,4.0,2.0,25.975,8.0,0.0,0.0,0.0,4.33,4.0,2.0,25.975,8.0,0.0,0.0,0.0
2015-11-27,0.67,4.373,2.0,20.8,7.0,0.0,0.0,0.0,0.67,4.373,2.0,20.8,7.0,0.0,0.0,0.0
2015-11-28,6.33,3.66,4.0,46.825,3.0,0.0,10.0,1.0,6.33,3.66,4.0,46.825,3.0,0.0,10.0,1.0
2015-11-29,6.66,3.726,6.0,42.2,1.0,0.0,4.0,0.0,6.66,3.726,6.0,42.2,1.0,0.0,4.0,0.0
2015-11-30,7.33,1.825,5.0,35.3,5.0,1.0,6.0,3.0,7.33,1.8250000000000002,5.0,35.3,5.0,1.0,6.0,3.0
2015-12-01,1.99,2.023,6.3,23.9,4.0,1.0,5.0,1.0,1.9900000000000002,2.023,6.3,23.9,4.0,1.0,5.0,1.0
2015-12-02,1.0,3.33,2.4,42.0,23.0,4.0,0.0,0.0,1.0,3.33,2.4,42.0,23.0,4.0,0.0,0.0
2015-12-03,4.0,3.0,5.6,56.0,6.0,1.0,1.0,1.0,4.0,3.0,5.6,56.0,6.0,1.0,1.0,1.0
2015-12-04,3.33,4.759,4.7,25.6,9.0,3.0,3.0,1.0,3.33,4.759,4.7,25.6,9.0,3.0,3.0,1.0
2015-12-05,8.0,3.033,2.0,35.05,2.0,0.0,7.0,2.33,8.0,3.033,2.0,35.05,2.0,0.0,7.0,2.33
2015-12-06,5.67,7.0,3.4,60.4,5.0,2.0,3.0,1.0,5.67,7.0,3.4,60.4,5.0,2.0,3.0,1.0
2015-12-07,3.0,2.099,2.2,26.5,6.0,1.0,11.0,6.0,3.0,2.099,2.2,26.5,6.0,1.0,11.0,6.0
2015-12-08,2.0,6.34,2.0,41.325,8.0,0.0,0.0,0.0,2.0,6.34,2.0,41.325,8.0,0.0,0.0,0.0
2015-12-09,3.34,3.472,7.0,41.262,16.0,0.0,3.0,1.0,3.34,3.4720000000000004,7.0,41.262,16.0,0.0,3.0,1.0
2015-12-10,11.66,10.69,16.0,31.9,9.0,0.0,9.0,2.1,11.66,10.69,16.0,31.9,9.0,0.0,9.0,2.1
2015-12-11,5.84,6.165,3.0,22.7,9.0,0.0,16.0,1.0,5.84,6.165,3.0,22.7,9.0,0.0,16.0,1.0
2015-12-12,6.34,3.2,3.0,42.2,5.0,2.0,6.0,1.0,6.34,3.2,3.0,42.2,5.0,2.0,6.0,1.0
2015-12-13,9.33,4.32,7.0,29.0,5.0,0.0,27.0,0.0,9.33,4.32,7.0,29.0,5.0,0.0,27.0,0.0
2015-12-14,5.0,3.0,6.6,37.4,11.0,0.0,21.0,1.0,5.0,3.0,6.6,37.4,11.0,0.0,21.0,1.0
2015-12-15,4.99,2.0,5.0,42.0,3.0,1.0,2.0,1.0,4.99,2.0,5.0,42.0,3.0,1.0,2.0,1.0
2015-12-16,6.67,4.0,4.0,42.0,11.0,1.0,11.0,0.0,6.67,4.0,4.0,42.0,11.0,1.0,11.0,0.0
2015-12-17,9.0,3.01,3.0,25.0,7.0,0.0,0.0,2.0,9.0,3.01,3.0,25.0,7.0,0.0,0.0,2.0
2015-12-18,4.33,8.901,4.3,27.2,12.0,4.0,2.0,1.0,4.33,8.901,4.3,27.2,12.0,4.0,2.0,1.0
2015-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-20,3.0,3.474,2.2,43.0,3.0,0.0,16.0,1.0,3.0,3.474,2.2,43.0,3.0,0.0,16.0,1.0
2015-12-21,5.0,6.34,2.0,53.6,14.0,0.0,6.0,0.4,5.0,6.34,2.0,53.6,14.0,0.0,6.0,0.4
2015-12-22,5.66,0.0,5.0,48.0,6.0,0.0,13.0,1.0,5.66,0.0,5.0,48.0,6.0,0.0,13.0,1.0
2015-12-23,3.33,4.01,2.3,28.8,3.0,0.0,0.0,0.0,3.33,4.01,2.3,28.8,3.0,0.0,0.0,0.0
2015-12-24,7.33,3.396,5.0,28.3,5.0,0.0,16.0,0.0,7.33,3.396,5.0,28.3,5.0,0.0,16.0,0.0
2015-12-25,0.66,4.66,2.0,20.662,28.0,2.0,1.0,1.0,0.66,4.66,2.0,20.662,28.0,2.0,1.0,1.0
2015-12-26,4.67,1.66,5.0,87.2,15.0,3.0,0.0,4.3,4.67,1.6600000000000001,5.0,87.2,15.0,3.0,0.0,4.3
2015-12-27,5.33,6.792,5.2,63.5,4.0,0.0,14.0,4.6,5.33,6.792,5.2,63.5,4.0,0.0,14.0,4.6
2015-12-28,4.0,5.099,9.2,61.5,18.0,3.0,26.0,1.0,4.0,5.099,9.2,61.5,18.0,3.0,26.0,1.0
2015-12-29,10.67,2.33,2.0,71.6,9.0,0.0,2.0,3.0,10.67,2.33,2.0,71.6,9.0,0.0,2.0,3.0
2015-12-30,6.66,7.089,2.0,56.4,12.0,0.0,4.0,2.0,6.66,7.089,2.0,56.4,12.0,0.0,4.0,2.0
2015-12-31,7.66,6.099,7.6,44.35,18.0,0.0,6.0,1.0,7.66,6.099,7.6,44.35,18.0,0.0,6.0,1.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02,0.34,1.02,1.0,51.2,0.0,1.0,5.0,5.0,0.34,1.02,1.0,51.2,0.0,1.0,5.0,5.0
2016-01-03,4.0,4.0,2.5,56.1,1.0,0.0,5.0,1.0,4.0,4.0,2.5,56.1,1.0,0.0,5.0,1.0
2016-01-04,7.33,5.99,6.0,46.6,6.0,0.0,12.0,1.0,7.33,5.99,6.0,46.6,6.0,0.0,12.0,1.0
2016-01-05,5.33,5.99,4.6,38.6,15.0,0.0,5.0,1.0,5.33,5.99,4.6,38.6,15.0,0.0,5.0,1.0
2016-01-06,6.66,3.0,6.0,61.9,2.0,0.0,12.0,2.0,6.66,3.0,6.0,61.9,2.0,0.0,12.0,2.0
2016-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-08,8.0,3.463,7.7,39.2,8.0,3.0,2.0,2.0,8.0,3.4629999999999996,7.7,39.2,8.0,3.0,2.0,2.0
